Neighborhood,Year,Section,Description,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Count
"Crafton Heights               ",2023,3922,"Theft by Deception.",0,1,1,0,0,0,0,0,0,0,0,0,2
"Crafton Heights               ",2022,3922,"Theft by Deception.",0,0,0,1,0,0,0,0,0,0,1,0,2
"Crafton Heights               ",2021,3922,"Theft by Deception.",0,0,0,1,0,1,1,0,0,0,0,0,3
"Crafton Heights               ",2020,3922,"Theft by Deception.",0,1,0,1,3,0,0,0,1,1,0,0,7
"Crafton Heights               ",2023,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",1,2,2,1,0,0,0,0,0,0,0,0,6
"Crafton Heights               ",2022,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",2,1,2,0,1,0,5,1,2,2,2,0,18
"Crafton Heights               ",2021,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",0,3,1,1,2,1,3,2,0,0,4,1,18
"Crafton Heights               ",2020,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",4,6,1,2,2,1,3,1,2,2,2,1,27
"Crafton Heights               ",2023,3921,"Theft by Unlawful Taking or Disposition.",0,1,2,1,0,0,0,0,0,0,0,0,4
"Crafton Heights               ",2022,3921,"Theft by Unlawful Taking or Disposition.",1,0,2,0,2,1,1,3,3,2,0,0,15
"Crafton Heights               ",2021,3921,"Theft by Unlawful Taking or Disposition.",0,0,0,1,4,2,2,3,1,1,2,0,16
"Crafton Heights               ",2020,3921,"Theft by Unlawful Taking or Disposition.",1,2,1,2,2,0,1,3,3,0,1,0,16
"Crafton Heights               ",2023,3934,"Theft from Vehicle",3,2,0,3,0,0,0,0,0,0,0,0,8
"Crafton Heights               ",2022,3934,"Theft from Vehicle",2,2,1,3,0,2,0,0,3,0,1,0,14
"Crafton Heights               ",2021,3934,"Theft from Vehicle",0,1,0,2,1,0,1,4,2,2,1,0,14
"Crafton Heights               ",2020,3934,"Theft from Vehicle",4,6,5,2,6,0,0,1,2,3,4,0,33
"Crafton Heights               ",2022,3924,"Theft of Property Lost, Mislaid or Delivered by Mistake.",0,0,0,0,0,0,0,0,0,0,1,0,1
"Crafton Heights               ",2021,3924,"Theft of Property Lost, Mislaid or Delivered by Mistake.",0,0,0,2,0,0,0,0,0,0,0,0,2
"Crafton Heights               ",2020,3924,"Theft of Property Lost, Mislaid or Delivered by Mistake.",2,0,0,0,0,0,1,0,0,0,0,0,3
"Crafton Heights               ",2022,3112,"Traffic-Control Signals.",0,0,0,0,0,0,0,0,0,2,0,0,2
"Crafton Heights               ",2021,3112,"Traffic-Control Signals.",0,0,0,2,0,0,0,0,0,0,0,0,2
"Crafton Heights               ",2022,503.04,"Traffic Control Devices",0,0,0,0,0,0,0,0,0,0,1,0,1
"Crafton Heights               ",2020,3334,"Turning Movements and Required Signals.",0,0,0,0,0,0,2,0,0,0,0,0,2
"Crafton Heights               ",2023,3928,"Unauthorized Use of Automobile and Other Vehicles.",2,0,0,0,0,0,0,0,0,0,0,0,2
"Crafton Heights               ",2022,3928,"Unauthorized Use of Automobile and Other Vehicles.",0,0,0,0,0,0,1,0,0,0,1,0,2
"Crafton Heights               ",2021,3928,"Unauthorized Use of Automobile and Other Vehicles.",0,0,2,2,1,0,0,2,0,0,0,1,8
"Crafton Heights               ",2020,3928,"Unauthorized Use of Automobile and Other Vehicles.",0,0,0,0,0,0,0,0,0,4,0,1,5
"Crafton Heights               ",2020,2707.2(A.1),"UNLAWFUL DISCHARGE OF PAINTBALL GUN/MARKER",0,0,0,0,0,1,0,0,0,0,0,0,1
"Crafton Heights               ",2022,2902,"Unlawful Restraint.",0,0,0,2,0,0,0,0,0,0,0,0,2
"Crafton Heights               ",2021,2902,"Unlawful Restraint.",0,4,0,0,0,0,0,0,0,0,0,0,4
"Crafton Heights               ",2020,2902,"Unlawful Restraint.",0,0,0,0,0,0,2,0,0,0,2,0,4
"East Carnegie                 ",2021,9498,"302 (Mental)",0,0,1,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2020,9498,"302 (Mental)",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2023,9999,"9999 - (Misc. Incident):",0,0,1,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,9999,"9999 - (Misc. Incident):",0,0,0,1,0,1,0,0,0,0,0,0,2
"East Carnegie                 ",2020,9999,"9999 - (Misc. Incident):",0,1,0,0,0,0,0,0,1,1,0,0,3
"East Carnegie                 ",2023,3712,"Abandonment and Stripping of Vehicles",1,0,0,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,4106,"Access Device Fraud",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2021,4106,"Access Device Fraud",0,0,0,0,0,0,0,0,0,0,0,1,1
"East Carnegie                 ",2020,9018,"Accidental Fire",0,1,0,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",0,0,1,0,0,0,1,0,0,1,0,0,3
"East Carnegie                 ",2020,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",0,1,0,0,0,0,1,0,0,0,1,2,5
"East Carnegie                 ",2023,9497,"Aided Case",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,9497,"Aided Case",0,0,0,0,0,0,0,0,0,1,0,0,1
"East Carnegie                 ",2021,9497,"Aided Case",0,0,1,0,0,1,0,0,0,0,0,0,2
"East Carnegie                 ",2020,9497,"Aided Case",0,2,0,0,0,0,0,0,1,1,0,0,4
"East Carnegie                 ",2020,3301,Arson,0,1,0,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2020,4105(a)(1),"Bad Checks",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2021,9501,"Bench Warrant",0,0,0,0,0,0,0,1,0,0,0,0,1
"East Carnegie                 ",2020,9501,"Bench Warrant",0,0,0,0,0,0,0,0,0,0,0,2,2
"East Carnegie                 ",2021,3502,Burglary.,0,0,0,0,0,0,0,0,0,0,0,1,1
"East Carnegie                 ",2021,3304(a)(1),"CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",0,0,0,0,0,1,0,0,0,0,0,0,1
"East Carnegie                 ",2020,3304(a)(1),"CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",0,1,0,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2020,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2022,3304,"Criminal Mischief.",0,0,0,0,0,0,0,0,1,1,0,0,2
"East Carnegie                 ",2021,3304,"Criminal Mischief.",0,1,0,0,0,1,0,0,0,0,0,0,2
"East Carnegie                 ",2022,3503,"Criminal Trespass",0,0,0,0,0,0,0,2,0,0,0,0,2
"East Carnegie                 ",2022,9496,"Dead on Arrival (DOA)",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2021,9496,"Dead on Arrival (DOA)",0,0,0,0,0,0,0,1,0,0,0,0,1
"East Carnegie                 ",2022,5503,"Disorderly Conduct.",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2022,459.502(a),"Dog Bites",0,0,0,0,0,0,0,0,0,0,0,1,1
"East Carnegie                 ",2021,3802(a)(2),"DUI - BAC >.08% <.10%",0,0,0,0,0,0,0,2,0,0,0,0,2
"East Carnegie                 ",2021,3802(a)(1),"DUI - General Impairment",0,0,0,0,0,0,0,2,0,0,0,0,2
"East Carnegie                 ",2021,2710,"Ethnic Intimidation.",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2020,4101,Forgery.,0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2022,9489,"Found Property",0,0,0,0,0,0,0,1,0,0,0,0,1
"East Carnegie                 ",2021,9489,"Found Property",0,0,0,0,1,0,0,0,0,0,0,0,1
"East Carnegie                 ",2020,9489,"Found Property",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,2709,"Harassment (Non-Specific)",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,2709,"Harassment (Non-Specific)",0,0,0,0,0,0,1,0,0,0,0,0,1
"East Carnegie                 ",2020,2709,"Harassment (Non-Specific)",0,0,1,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2021,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",0,0,0,0,0,1,0,0,0,0,0,0,1
"East Carnegie                 ",2020,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",0,0,1,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,2709(a)(6),"Harassment Communicates Repeatedly at Extreme Hours",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2022,2709(a)(5),"Harassment Communicates Repeatedly in Anonymous Manner",0,0,0,0,1,0,0,0,0,0,0,0,1
"East Carnegie                 ",2020,2709(a),Harassment.,0,0,0,0,0,0,1,0,2,0,0,0,3
"East Carnegie                 ",2020,4120,"Identity Theft",0,0,0,0,0,0,0,0,1,0,0,1,2
"East Carnegie                 ",2022,9093,"Indirect Criminal Contempt",0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2020,9093,"Indirect Criminal Contempt",0,2,0,0,1,1,0,0,2,0,0,0,6
"East Carnegie                 ",2022,5506,"Loitering and Prowling at Night",0,0,0,0,0,0,0,2,0,0,0,0,2
"East Carnegie                 ",2022,9504,"Lost Property",0,0,0,0,0,0,1,0,0,0,0,0,1
"East Carnegie                 ",2021,9123,"Miscellaneous Fire Other Investigation to Continue",0,0,0,0,0,0,0,0,0,0,0,1,1
"East Carnegie                 ",2020,9123,"Miscellaneous Fire Other Investigation to Continue",0,0,0,0,1,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,9122,"Miscellaneous Fire Vehicle Investigation to Continue",0,0,0,0,1,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,9129,"Miscellaneous Investigation",0,0,0,0,0,1,0,0,0,0,0,0,1
"East Carnegie                 ",2020,9490,"Missing Persons (18 and Over)",0,0,2,0,0,0,0,0,0,0,0,0,2
"East Carnegie                 ",2022,9998,Overdose,0,0,0,0,0,0,0,0,0,0,1,0,1
"East Carnegie                 ",2020,9998,Overdose,1,0,1,0,0,0,0,0,0,0,0,0,2
"East Carnegie                 ",2022,9994,"PFA Service",0,0,0,0,0,0,0,1,0,0,0,0,1
"East Carnegie                 ",2021,627.02(b)(i),"Possessing a small amount of marijuana",0,0,0,0,0,1,0,1,0,0,0,0,2
"East Carnegie                 ",2023,3353,"Prohibitions in Specified Places.",1,0,0,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,5505,"Public Drunkenness",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,1301,"Registration and Certificate of Title Required.",0,0,0,0,0,0,0,2,0,0,0,0,2
"East Carnegie                 ",2022,3701,Robbery.,0,0,0,0,0,0,0,0,0,0,0,1,1
"East Carnegie                 ",2020,6501(a)(1),"Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",0,0,0,0,1,0,0,0,0,0,0,0,1
"East Carnegie                 ",2020,8106,"Shots Fired",0,1,0,0,1,0,0,0,0,0,0,0,2
"East Carnegie                 ",2022,2701(a)(3),"Simple Assault - Attempts by Physical Menace",0,0,0,0,0,1,0,0,0,0,0,0,1
"East Carnegie                 ",2021,2701(a)(1),"Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",0,0,0,0,0,1,0,0,0,0,0,0,1
"East Carnegie                 ",2023,2701,"Simple Assault.",1,0,0,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,2701,"Simple Assault.",0,0,0,0,0,0,0,2,2,0,0,0,4
"East Carnegie                 ",2021,2701,"Simple Assault.",0,0,0,1,0,0,0,2,0,1,0,0,4
"East Carnegie                 ",2020,2701,"Simple Assault.",0,1,0,0,0,0,0,0,0,0,2,0,3
"East Carnegie                 ",2022,3503(b.1)(i),"Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises",0,0,0,0,0,0,0,2,0,0,0,0,2
"East Carnegie                 ",2022,2709(b),Stalking,0,0,0,0,0,0,0,0,1,0,0,0,1
"East Carnegie                 ",2022,2706,"Terroristic Threats.",0,2,0,0,0,0,0,0,1,0,0,0,3
"East Carnegie                 ",2021,3922,"Theft by Deception.",0,0,1,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,3923,"Theft by Extortion.",0,0,0,1,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2022,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",0,0,0,0,0,0,0,1,0,0,0,0,1
"East Carnegie                 ",2021,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",0,0,1,0,0,0,0,0,0,1,0,0,2
"East Carnegie                 ",2020,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",0,1,0,0,0,0,0,0,0,0,0,0,1
"East Carnegie                 ",2021,3921,"Theft by Unlawful Taking or Disposition.",0,0,0,0,0,1,0,0,0,0,0,1,2
"East Carnegie                 ",2021,3934,"Theft from Vehicle",0,0,0,0,0,0,0,1,0,0,0,0,1
"East Carnegie                 ",2020,3934,"Theft from Vehicle",0,1,0,0,0,4,0,0,0,0,0,0,5
"Elliott                       ",2023,9498,"302 (Mental)",0,0,0,1,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,9498,"302 (Mental)",0,0,1,1,0,2,2,0,1,0,2,1,10
"Elliott                       ",2021,9498,"302 (Mental)",3,1,2,0,3,2,0,0,0,0,0,0,11
"Elliott                       ",2020,9498,"302 (Mental)",1,1,0,1,1,0,0,0,0,0,0,1,5
"Elliott                       ",2023,9999,"9999 - (Misc. Incident):",2,1,5,3,0,0,0,0,0,0,0,0,11
"Elliott                       ",2022,9999,"9999 - (Misc. Incident):",1,3,2,3,2,4,3,2,2,6,0,4,32
"Elliott                       ",2021,9999,"9999 - (Misc. Incident):",4,1,0,3,2,5,2,2,4,3,0,1,27
"Elliott                       ",2020,9999,"9999 - (Misc. Incident):",1,5,3,0,3,6,0,2,2,2,2,2,28
"Elliott                       ",2021,2404(b)(5),"A person may not ignite fireworks within 150 feet of an occupied structure",0,0,0,0,0,0,1,0,0,0,0,0,1
"Elliott                       ",2023,5510,"Abuse of Corpse.",0,1,0,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,4106,"Access Device Fraud",0,3,0,0,0,0,0,0,0,0,0,0,3
"Elliott                       ",2021,4106,"Access Device Fraud",0,0,3,2,0,1,0,0,0,0,0,0,6
"Elliott                       ",2020,4106,"Access Device Fraud",0,0,0,0,0,1,1,0,1,0,0,0,3
"Elliott                       ",2021,9018,"Accidental Fire",1,1,0,0,0,0,0,0,0,1,0,0,3
"Elliott                       ",2020,9018,"Accidental Fire",0,0,0,0,0,0,1,0,0,0,0,0,1
"Elliott                       ",2023,3743,"Accidents Involving Damage to Attended Veh. or Property",0,1,1,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2022,3743,"Accidents Involving Damage to Attended Veh. or Property",0,1,1,0,1,1,0,1,1,0,0,2,8
"Elliott                       ",2021,3743,"Accidents Involving Damage to Attended Veh. or Property",0,0,1,1,1,0,1,0,0,0,1,0,5
"Elliott                       ",2020,3743,"Accidents Involving Damage to Attended Veh. or Property",2,0,0,0,1,0,0,0,1,2,0,1,7
"Elliott                       ",2023,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",1,0,4,3,0,0,0,0,0,0,0,0,8
"Elliott                       ",2022,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",0,0,3,0,1,1,1,4,2,0,3,2,17
"Elliott                       ",2021,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",0,1,0,2,3,3,1,1,1,1,1,2,16
"Elliott                       ",2020,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",1,0,0,1,1,1,2,0,0,2,2,1,11
"Elliott                       ",2023,3742,"Accidents Involving Death or Personal Injury",0,1,0,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,3742,"Accidents Involving Death or Personal Injury",0,0,0,0,1,0,0,1,0,0,0,0,2
"Elliott                       ",2021,3735.1,"Aggravated Assault While DUI",0,0,0,1,0,0,0,0,0,0,0,0,1
"Elliott                       ",2023,2702,"Aggravated Assault.",1,1,0,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2022,2702,"Aggravated Assault.",2,0,0,2,0,3,1,1,2,4,0,0,15
"Elliott                       ",2021,2702,"Aggravated Assault.",2,0,0,1,0,0,0,0,2,0,2,0,7
"Elliott                       ",2020,2702,"Aggravated Assault.",0,0,0,0,1,1,0,3,2,3,1,0,11
"Elliott                       ",2023,9497,"Aided Case",0,0,1,1,0,0,0,0,0,0,0,0,2
"Elliott                       ",2022,9497,"Aided Case",0,0,0,1,0,1,2,2,0,1,0,0,7
"Elliott                       ",2021,9497,"Aided Case",0,1,0,2,1,0,1,0,0,1,0,2,8
"Elliott                       ",2020,9497,"Aided Case",1,0,1,0,1,0,1,0,0,0,2,1,7
"Elliott                       ",2022,7122,"Altered, Forged or Counterfeit Documents and Plates",0,0,0,0,1,0,1,0,0,0,0,0,2
"Elliott                       ",2022,3301,Arson,2,0,0,0,0,0,2,0,0,0,0,0,4
"Elliott                       ",2021,3301,Arson,0,0,0,1,0,0,0,0,0,0,0,0,1
"Elliott                       ",2023,9501,"Bench Warrant",2,0,2,0,0,0,0,0,0,0,0,0,4
"Elliott                       ",2022,9501,"Bench Warrant",0,3,2,2,0,2,0,2,0,0,2,0,13
"Elliott                       ",2021,9501,"Bench Warrant",0,2,0,0,4,2,0,0,0,0,0,0,8
"Elliott                       ",2020,9501,"Bench Warrant",1,0,0,0,0,0,1,2,0,0,0,0,4
"Elliott                       ",2023,3502,Burglary.,3,0,0,1,0,0,0,0,0,0,0,0,4
"Elliott                       ",2022,3502,Burglary.,1,4,2,3,1,1,0,1,1,0,1,0,15
"Elliott                       ",2021,3502,Burglary.,2,0,0,0,0,2,1,0,0,1,1,1,8
"Elliott                       ",2020,3502,Burglary.,0,1,1,0,1,4,1,1,0,0,0,1,10
"Elliott                       ",2022,3714,"Careless Driving",0,0,2,0,1,0,1,0,0,0,0,0,4
"Elliott                       ",2021,3714,"Careless Driving",0,1,0,0,0,0,0,2,0,0,0,0,3
"Elliott                       ",2020,3714,"Careless Driving",1,0,0,0,0,0,0,0,0,2,0,0,3
"Elliott                       ",2022,1511,"Carrying and Exhibiting Drivers License on Demand.",0,0,0,0,2,0,0,0,0,0,0,0,2
"Elliott                       ",2021,1511,"Carrying and Exhibiting Drivers License on Demand.",0,0,0,0,2,0,0,0,0,0,0,0,2
"Elliott                       ",2022,6106.1,"Carrying Loaded Weapons Other Than Firearms",0,0,0,0,0,2,0,0,0,0,0,0,2
"Elliott                       ",2020,1101,"Certificate of Title Required.",0,0,1,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2020,7615(a)(1),"Computer Trespass - Remove Data",0,0,0,0,0,0,0,1,0,0,0,0,1
"Elliott                       ",2022,901,"Criminal Attempt",0,0,0,0,0,1,0,0,0,0,0,0,1
"Elliott                       ",2023,903,"Criminal Conspiracy.",0,1,0,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,903,"Criminal Conspiracy.",0,0,0,0,0,2,0,2,2,0,0,0,6
"Elliott                       ",2021,903,"Criminal Conspiracy.",2,0,0,2,0,0,0,0,0,0,0,0,4
"Elliott                       ",2020,903,"Criminal Conspiracy.",0,0,0,0,0,0,0,1,0,1,0,0,2
"Elliott                       ",2023,2501,"Criminal Homicide.",1,1,0,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2022,2501,"Criminal Homicide.",0,0,0,0,0,0,0,0,0,0,1,1,2
"Elliott                       ",2022,3304(a)(4),"CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",0,0,0,0,0,0,0,0,0,1,0,0,1
"Elliott                       ",2021,3304(a)(4),"CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",0,0,0,1,1,0,0,0,0,1,0,0,3
"Elliott                       ",2020,3304(a)(6),"CRIMINAL MISCHIEF- Intentionally Damage Property (By Paintball Gun or Paintball Marker)",0,0,0,0,0,0,0,0,0,0,1,0,1
"Elliott                       ",2023,3304(a)(1),"CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",0,0,1,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2021,3304(a)(1),"CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",0,0,0,0,0,1,0,0,0,0,0,0,1
"Elliott                       ",2023,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",0,1,4,0,0,0,0,0,0,0,0,0,5
"Elliott                       ",2022,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1,0,0,0,0,0,2,0,1,1,0,0,5
"Elliott                       ",2021,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",0,0,0,1,0,1,0,0,0,0,0,0,2
"Elliott                       ",2020,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1,2,1,0,0,0,0,1,0,0,0,1,6
"Elliott                       ",2023,3304,"Criminal Mischief.",2,2,0,1,0,0,0,0,0,0,0,0,5
"Elliott                       ",2022,3304,"Criminal Mischief.",0,1,1,1,0,1,0,2,3,1,2,3,15
"Elliott                       ",2021,3304,"Criminal Mischief.",0,3,2,2,0,3,0,2,0,0,0,2,14
"Elliott                       ",2020,3304,"Criminal Mischief.",1,0,1,2,7,5,3,1,3,0,0,1,24
"Elliott                       ",2022,3503,"Criminal Trespass",0,0,0,0,0,1,1,0,1,0,2,1,6
"Elliott                       ",2021,3503,"Criminal Trespass",0,0,1,0,0,0,2,0,0,1,0,0,4
"Elliott                       ",2020,3503,"Criminal Trespass",2,0,0,0,1,0,2,0,1,0,0,0,6
"Elliott                       ",2023,3503(b.1),"Criminal Trespass - Simple Trespasser",0,0,0,1,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,3503(b.1),"Criminal Trespass - Simple Trespasser",0,0,0,0,0,0,0,0,0,0,0,1,1
"Elliott                       ",2021,3503(b.1),"Criminal Trespass - Simple Trespasser",1,0,1,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2020,3503(b.1),"Criminal Trespass - Simple Trespasser",0,0,1,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,5533(a),"Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal ",0,0,0,0,0,0,0,0,0,0,0,1,1
"Elliott                       ",2021,5511,"Cruelty to Animals.",0,0,0,0,0,0,0,0,1,0,0,0,1
"Elliott                       ",2023,9496,"Dead on Arrival (DOA)",0,0,2,1,0,0,0,0,0,0,0,0,3
"Elliott                       ",2022,9496,"Dead on Arrival (DOA)",1,1,0,0,0,0,0,1,0,0,0,0,3
"Elliott                       ",2021,9496,"Dead on Arrival (DOA)",0,0,0,1,1,1,0,0,1,0,0,0,4
"Elliott                       ",2020,9496,"Dead on Arrival (DOA)",0,0,0,1,0,0,1,0,0,1,0,0,3
"Elliott                       ",2021,4107,"Deceptive Business Practices.",0,0,0,0,0,0,0,0,0,0,0,2,2
"Elliott                       ",2022,3503.B1I,"DEF. TRESPASS ACTUAL COMMUNICATION",2,0,0,0,0,1,0,0,0,0,0,0,3
"Elliott                       ",2020,3503.B1I,"DEF. TRESPASS ACTUAL COMMUNICATION",2,0,0,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2020,"473.02 (b)","Deposit or Dump Trash",0,0,0,0,0,0,1,0,0,0,0,0,1
"Elliott                       ",2022,2707.1,"Discharge of a Firearm into Occupied Structure",0,0,0,0,0,1,0,0,0,0,0,0,1
"Elliott                       ",2020,2707.1,"Discharge of a Firearm into Occupied Structure",0,0,0,0,0,1,0,1,0,0,1,0,3
"Elliott                       ",2021,607.03,"Discharging Firearm or Airgun",0,0,1,0,1,0,0,0,0,0,0,0,2
"Elliott                       ",2023,5503(a)(1),"DISORDERLY CONDUCT - ENGAGE IN FIGHTING",0,1,0,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,5503(a)(1),"DISORDERLY CONDUCT - ENGAGE IN FIGHTING",0,0,0,0,0,0,2,1,0,0,0,0,3
"Elliott                       ",2021,5503(a)(1),"DISORDERLY CONDUCT - ENGAGE IN FIGHTING",2,0,0,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2023,5503(a)(2),"DISORDERLY CONDUCT - UNREASONABLE NOISE",0,0,0,1,0,0,0,0,0,0,0,0,1
"Elliott                       ",2021,5503(a)(2),"DISORDERLY CONDUCT - UNREASONABLE NOISE",0,0,0,0,0,0,0,0,0,0,0,2,2
"Elliott                       ",2020,5503(a)(2),"DISORDERLY CONDUCT - UNREASONABLE NOISE",2,0,0,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2022,5503,"Disorderly Conduct.",2,0,0,0,0,1,1,0,0,1,0,0,5
"Elliott                       ",2021,5503,"Disorderly Conduct.",2,0,0,0,0,0,0,1,0,0,0,1,4
"Elliott                       ",2020,5503,"Disorderly Conduct.",0,0,0,0,0,3,0,0,0,0,0,0,3
"Elliott                       ",2022,4728,"Display of Certificate of Inspection.",0,0,0,0,0,0,0,0,0,0,2,0,2
"Elliott                       ",2021,1332,"Display of Registration Plate.",2,0,0,0,0,0,0,0,0,0,0,0,2
"Elliott                       ",2021,633.08,"Dogs at Large Prohibited",0,0,0,0,0,1,0,0,0,0,0,0,1
"Elliott                       ",2020,633.08,"Dogs at Large Prohibited",0,1,0,0,0,0,0,0,0,0,0,0,1
"Elliott                       ",2022,1501,"Drivers Required to be Licensed.",0,0,0,0,0,0,2,0,0,0,0,0,2
"Elliott                       ",2021,1501,"Drivers Required to be Licensed.",0,0,1,0,0,0,1,0,0,2,0,0,4
"Elliott                       ",2020,3309,"Driving on Roadways Laned for Traffic.",0,0,1,0,0,0,1,0,0,0,0,0,2
"Elliott                       ",2022,3361,"Driving Vehicle at Safe Speed.",0,2,0,0,0,0,0,1,0,0,0,0,3
"Elliott                       ",2021,3361,"Driving Vehicle at Safe Speed.",0,0,0,1,0,0,0,0,0,0,0,0,1
"Elliott                       ",2020,3361,"Driving Vehicle at Safe Speed.",0,0,0,0,0,0,0,0,0,2,0,0,2
"Elliott                       ",2023,1543,"Driving While Operating Privilege is Suspended or Revoked.",1,0,1,1,0,0,0,0,0,0,0,0,3
"Elliott                       ",2022,1543,"Driving While Operating Privilege is Suspended or Revoked.",0,0,1,0,1,0,1,1,0,0,0,1,5
"Elliott                       ",2021,1543,"Driving While Operating Privilege is Suspended or Revoked.",4,1,1,2,3,0,0,0,0,0,0,3,14
"Elliott                       ",2020,1543,"Driving While Operating Privilege is Suspended or Revoked.",1,0,1,0,0,0,0,0,4,2,0,0,8
"Elliott                       ",2022,9124,"Drug Investigation",0,0,0,0,0,0,0,0,0,1,0,0,1
"Elliott                       ",2021,3802(d)(1)(i),"DUI - Controlled Substance - Schedule I",0,0,0,2,0,0,0,0,0,0,0,0,2
